name,ra,dec,redshift,mag_r,flag,N_g,N_r,N_i,N_z
J022828.90-042230.49,37.1204,-4.37513,3.4,21.8534,q,237,264,469,1003
J022830.72-045050.60,37.128,-4.84739,3.0,22.2556,q,223,265,487,1070
J022832.61-041045.87,37.1359,-4.17941,0.4196,20.5702,qQ,281,273,486,1100
J022832.81-042245.70,37.1367,-4.37936,1.756,21.9582,Q,285,249,417,1034
J022833.53-040141.45,37.1397,-4.02818,0.841,21.4812,Q,277,268,490,1094
J022835.10-041139.51,37.1462,-4.19431,1.6884,20.8085,qQ,284,257,482,1103
J022836.35-040317.02,37.1515,-4.05473,1.2412,21.9448,qQ,268,269,481,1066
J022839.26-040737.10,37.1636,-4.12697,3.2,20.4122,q,288,277,482,1099
J022839.44-042912.30,37.1643,-4.48675,1.734,21.3819,Q,282,270,483,1095
J022839.98-044807.47,37.1666,-4.80208,1.118,21.4994,Q,283,278,492,1103
J022841.90-045939.95,37.1746,-4.99443,2.3,19.4557,q,274,266,476,1088
J022843.36-044220.30,37.1807,-4.70564,0.8,20.0095,q,276,266,492,1095
J022843.52-041226.05,37.1813,-4.20723,0.843,20.8825,Q,291,272,486,1103
J022845.15-041352.19,37.1881,-4.23116,2.204,21.7326,Q,290,277,493,1099
J022845.57-043350.20,37.1899,-4.56394,1.865,17.101,QQ,288,247,380,960
J022846.39-043234.62,37.1933,-4.54295,2.702,21.2982,Q,284,273,488,1084
J022847.76-044215.99,37.199,-4.70444,1.2412,21.5055,qQ,279,283,495,1089
J022848.16-050703.08,37.2007,-5.11752,2.879,22.2844,Q,276,272,494,1080
J022848.82-051121.07,37.2034,-5.18919,1.0332,21.4902,qQ,281,279,487,1085
J022849.29-051215.50,37.2054,-5.20431,1.543,19.972,QQ,291,274,497,1102
J022849.44-041316.98,37.206,-4.22138,2.251,20.325,Q,288,276,494,1115
J022849.56-043946.98,37.2065,-4.66305,3.212,21.2306,Q,284,272,484,1094
J022851.26-044324.20,37.2136,-4.72339,2.048,20.313,QQ,234,236,393,948
J022851.50-051223.00,37.2146,-5.20639,0.316,17.615,QQ,283,71,80,395
J022852.12-051517.30,37.2172,-5.25481,1.725,99.0,QQ,17,17,17,17
J022854.25-042040.88,37.226,-4.34469,2.0,21.5527,q,286,271,490,1095
J022857.63-040733.07,37.2401,-4.12585,2.375,20.3933,Q,291,274,490,1100
J022858.14-040739.93,37.2423,-4.12776,3.056,20.3737,qQ,287,272,488,1109
J022858.28-041955.02,37.2428,-4.33195,1.098,21.2596,Q,273,241,458,1083
J022859.66-043020.55,37.2486,-4.50571,2.788,22.5623,Q,225,250,459,942
J022900.20-043752.67,37.2508,-4.6313,1.704,17.5046,Q,282,263,473,1059
J022901.12-043801.76,37.2547,-4.63382,1.1112,20.4762,qQ,286,272,481,1079
J022901.29-040835.23,37.2554,-4.14312,1.524,21.0589,Q,280,272,484,1096
J022902.91-041628.40,37.2621,-4.27456,0.607,99.0,QQ,14,16,18,16
J022906.04-051428.70,37.2752,-5.2413,3.172,99.0,QQ,16,14,16,16
J022906.36-045018.90,37.2765,-4.83858,1.705,21.155,QQ,284,270,485,1102
J022906.76-051145.20,37.2782,-5.19589,2.276,99.0,QQ,14,12,13,13
J022907.98-045102.00,37.2832,-4.85055,1.718,20.651,QQ,283,269,491,1098
J022908.64-042926.77,37.286,-4.49077,1.925,21.0843,Q,224,226,385,962
J022909.53-045904.22,37.2897,-4.9845,1.1164,21.0753,qQ,283,270,487,1079
J022910.13-041225.26,37.2922,-4.20702,0.3,22.0766,q,243,276,484,1087
J022910.73-043703.24,37.2947,-4.61757,1.0332,19.9531,qQ,283,276,487,1103
J022911.25-044454.87,37.2969,-4.74858,2.007,21.8484,Q,273,271,479,1075
J022911.61-042538.23,37.2984,-4.42729,0.5,21.5316,q,58,50,131,286
J022915.79-044215.70,37.3158,-4.70436,1.077,21.144,QQ,282,280,484,1100
J022916.72-045834.10,37.3197,-4.97614,3.8,19.6903,q,278,271,494,1089
J022917.15-050246.70,37.3214,-5.0463,2.0,22.2443,q,287,274,496,1082
J022917.40-043447.10,37.3225,-4.57975,2.028,99.0,QQ,13,13,14,16
J022919.57-050438.37,37.3315,-5.07732,0.5028,20.2952,qQ,290,279,487,1092
J022922.68-044238.60,37.3445,-4.71072,1.846,21.2223,Q,281,275,490,1103
J022922.84-041143.93,37.3452,-4.19554,1.775,22.2286,Q,273,268,491,1083
J022928.74-044443.89,37.3698,-4.74552,0.61,20.4667,Q,285,254,471,1098
J022931.29-042653.70,37.3804,-4.44825,2.547,21.3713,Q,274,274,471,935
J022931.54-044457.10,37.3814,-4.7492,1.863,20.472,QQ,27,28,66,231
J022940.09-044512.50,37.417,-4.75347,1.656,21.958,QQ,220,226,433,861
J022942.87-042818.81,37.4286,-4.47189,1.0956,20.5476,qQ,266,259,470,1025
J022945.61-043913.63,37.4401,-4.65379,1.5532,20.661,qQ,289,279,486,1096
J022950.30-043003.63,37.4596,-4.50101,1.051,22.0631,Q,263,268,481,1070
J022952.42-044307.65,37.4684,-4.71879,1.8964,21.8872,qQ,280,269,489,1066
J022955.49-044126.00,37.4812,-4.69056,1.28,20.346,QQ,282,267,474,916
J022958.43-044148.99,37.4935,-4.69694,1.2984,21.4812,qQ,281,277,487,1086
J023000.94-042835.20,37.5039,-4.47644,1.418,19.3421,qQ,280,268,470,1078
J023004.07-044232.70,37.517,-4.70908,1.392,17.9067,qQ,285,269,480,1105
J024028.11-005605.72,40.1171,-0.934923,1.029,20.1851,Q,98,97,95,188
J024037.61-005637.80,40.1567,-0.943833,1.834,19.935,Q,111,109,112,220
J024043.92-010509.09,40.183,-1.08586,0.5,22.6894,q,59,92,102,195
J024051.03-010000.98,40.2126,-1.00027,0.5,21.0578,q,77,64,78,147
J024051.09-010518.69,40.2129,-1.08852,1.6676,20.1939,qQ,106,97,104,178
J024105.06-005132.53,40.2711,-0.859037,1.786,20.2679,Q,109,109,113,219
J024115.17-011705.05,40.3132,-1.28473,0.5652,21.6823,qQ,96,101,109,211
J024115.78-004458.72,40.3157,-0.749645,1.6312,19.9611,qQ,87,105,107,216
J024115.79-004523.21,40.3158,-0.756448,0.5,22.8114,q,77,95,100,192
J024116.00-005330.04,40.3167,-0.891678,1.4544,21.1564,qQ,109,106,112,218
J024116.34-005838.90,40.3181,-0.977472,2.925,21.541,QQ,98,98,101,200
J024116.36-003323.12,40.3182,-0.556423,2.9,21.3182,q,107,104,115,215
J024116.39-003419.74,40.3183,-0.572149,2.1512,21.2759,qQ,107,105,113,213
J024120.90-003326.52,40.3371,-0.557366,2.401,23.4987,Q,77,81,77,116
J024123.08-011235.11,40.3462,-1.20975,2.75,20.3495,Q,109,106,111,220
J024123.77-012801.40,40.349,-1.46706,3.049,20.155,QQ,101,103,111,213
J024124.08-011336.99,40.3503,-1.22694,1.9016,22.006,qQ,100,99,109,201
J024125.17-003315.40,40.3549,-0.554279,3.5,22.5334,q,86,99,106,186
J024125.72-011235.67,40.3572,-1.20991,0.9916,21.0638,qQ,104,106,109,213
J024126.71-004526.10,40.3613,-0.75725,0.726,18.657,QQ,106,98,55,114
J024129.53-004057.49,40.3731,-0.682635,1.6,22.3289,q,72,104,108,189
J024130.84-012216.17,40.3785,-1.37116,1.47,21.806,qQ,70,67,77,169
J024132.26-005751.67,40.3844,-0.964353,0.9916,21.9311,qQ,99,103,111,205
J024133.65-010724.20,40.3902,-1.12339,1.874,20.79,QQ,93,89,86,189
J024136.79-012113.47,40.4033,-1.35374,1.7352,22.0304,qQ,73,77,85,179
J024136.86-005108.90,40.4036,-0.852472,1.096,21.0599,Q,102,105,109,213
J024138.24-005509.54,40.4093,-0.919317,1.829,22.1375,Q,52,50,49,74
J024140.99-012712.40,40.4208,-1.45344,1.765,19.904,QQ,104,102,110,218
J024144.13-013556.84,40.4339,-1.59912,3.498,20.566,qQ,103,103,112,217
J024145.44-004033.26,40.4393,-0.675905,2.7,22.3559,q,65,96,104,165
J024147.62-010007.26,40.4484,-1.00202,0.3364,21.3254,qQ,96,103,107,207
J024148.64-005335.74,40.4527,-0.893261,1.818,21.0327,Q,109,105,114,216
J024148.72-004648.09,40.453,-0.780026,2.8688,23.3275,qQ,0,38,100,204
J024150.67-003153.87,40.4611,-0.531631,2.393,23.2016,Q,79,52,55,90
J024152.97-002542.93,40.4707,-0.428592,1.614,22.4114,Q,92,96,104,178
J024153.09-003020.22,40.4712,-0.505616,1.9,22.6646,q,63,62,75,84
J024153.90-003430.20,40.4746,-0.575055,0.963,20.133,QQ,110,107,114,223
J024154.40-011205.30,40.4767,-1.20147,0.3988,22.5172,qQ,92,99,104,199
J024154.42-004757.50,40.4767,-0.799306,2.388,19.064,QQ,108,105,112,216
J024157.48-011153.28,40.4895,-1.19813,2.6712,22.7147,qQ,1,52,76,97
J024158.25-013501.86,40.4927,-1.58385,1.9068,19.7279,qQ,109,100,111,221
J024159.36-011320.42,40.4973,-1.22234,0.974,21.9426,Q,100,105,112,212
J024159.74-010512.40,40.4989,-1.08678,0.9,19.865,QQ,109,105,110,219
J024203.14-012819.77,40.5131,-1.47216,1.8808,22.9269,qQ,41,50,53,124
J024204.58-003835.60,40.5191,-0.643222,2.287,19.93,QQ,105,105,112,219
J024205.35-004115.56,40.5223,-0.687656,1.557,21.9365,Q,35,96,108,211
J024205.55-002615.01,40.5231,-0.437503,1.246,21.5242,Q,98,104,112,211
J024207.18-002818.80,40.5299,-0.471889,1.709,19.402,QQ,110,107,116,218
J024207.50-004423.40,40.5312,-0.739833,1.643,21.798,QQ,37,101,112,217
J024208.00-003214.15,40.5333,-0.537265,1.145,22.0862,Q,96,98,110,202
J024209.50-012017.71,40.5396,-1.33825,-1.0,21.7546,q,99,99,109,215
J024209.87-012105.00,40.5411,-1.35139,2.396,18.857,QQ,98,3,1,5
J024210.30-013036.68,40.5429,-1.51019,2.0108,20.0103,qQ,109,101,113,217
J024211.92-010959.69,40.5497,-1.16658,0.82,19.998,qQ,92,83,90,138
J024212.65-010339.50,40.5527,-1.06097,1.441,20.477,QQ,102,107,112,217
J024213.54-004806.68,40.5564,-0.801856,1.711,21.1744,Q,106,104,116,215
J024213.73-002609.42,40.5572,-0.435949,2.061,21.4121,Q,108,105,111,216
J024214.97-003131.70,40.5624,-0.525472,1.33,19.589,QQ,103,98,102,176
J024215.00-012424.32,40.5625,-1.40675,1.73,21.8223,qQ,89,92,90,138
J024216.94-010211.48,40.5706,-1.03652,1.833,22.8944,Q,92,94,108,151
J024218.32-002214.23,40.5763,-0.37062,1.896,22.6917,Q,73,90,104,157
J024218.74-005115.04,40.5781,-0.854177,3.5,18.7089,q,112,104,111,222
J024220.55-013432.19,40.5856,-1.57561,2.0836,20.1053,qQ,105,107,111,219
J024220.72-002059.70,40.5863,-0.349917,0.684,19.241,QQ,99,97,92,197
J024221.15-001751.87,40.5881,-0.297741,1.5532,20.8278,qQ,103,103,109,213
J024221.35-001448.11,40.589,-0.246696,1.642,21.5058,Q,98,101,108,212
J024222.65-013637.40,40.5944,-1.61039,2.7128,21.1403,qQ,101,102,111,217
J024222.95-011527.60,40.5956,-1.25767,1.785,19.84,QQ,110,106,112,221
J024223.98-004401.30,40.5999,-0.733694,1.344,20.943,QQ,109,107,116,218
J024224.46-005658.94,40.6019,-0.949706,1.9588,22.2997,qQ,37,55,60,49
J024225.87-004142.54,40.6078,-0.695149,0.404,20.519,qQ,109,104,115,217
J024225.94-003701.84,40.6081,-0.617178,1.5,21.4197,q,108,106,115,217
J024226.33-005254.90,40.6097,-0.881917,1.068,20.363,QQ,110,106,115,221
J024227.07-013227.29,40.6128,-1.54091,1.8288,21.7181,qQ,106,106,114,215
J024227.29-010441.40,40.6137,-1.07817,1.831,21.8398,Q,91,92,107,186
J024227.51-002439.95,40.6146,-0.411098,1.912,23.0403,qQ,94,82,84,153
J024227.62-002442.34,40.6151,-0.411762,2.11,21.8737,Q,41,104,108,217
J024229.26-011751.16,40.6219,-1.29754,1.107,20.4944,Q,100,98,105,200
J024229.67-010716.73,40.6236,-1.12131,1.12,22.6976,Q,77,89,98,188
J024230.48-014728.67,40.627,-1.7913,1.625,20.9087,Q,91,97,108,212
J024231.07-001227.94,40.6294,-0.20776,2.6608,19.7219,qQ,99,102,109,212
J024231.34-011650.90,40.6306,-1.28081,1.157,20.86,QQ,106,105,114,216
J024232.09-003151.46,40.6337,-0.53096,1.7196,20.4816,qQ,111,105,114,219
J024234.93-010351.80,40.6455,-1.06439,1.371,19.341,QQ,57,56,69,149
J024235.52-003509.86,40.648,-0.586072,1.824,22.222,Q,104,103,111,213
J024235.83-001905.97,40.6493,-0.318324,1.3556,20.4176,qQ,105,104,112,217
J024235.93-005836.20,40.6497,-0.976723,1.484,22.1344,Q,94,102,106,195
J024237.79-012354.10,40.6575,-1.39836,0.959,19.364,QQ,110,104,111,220
J024239.39-012255.80,40.6641,-1.38217,1.347,20.637,QQ,103,104,110,215
J024241.94-011616.10,40.6748,-1.27114,1.625,18.6139,Q,109,107,113,220
J024241.94-012944.61,40.6748,-1.49573,2.5516,20.6178,qQ,104,104,106,209
J024242.19-004316.00,40.6758,-0.721112,2.224,22.0521,qQ,104,105,109,157
J024242.50-002212.90,40.6771,-0.37025,1.904,20.458,QQ,109,104,114,216
J024243.90-001800.62,40.6829,-0.300172,1.144,21.882,Q,99,104,106,208
J024243.93-002324.22,40.6831,-0.390061,1.14,21.9884,Q,100,105,112,214
J024243.93-011952.76,40.6831,-1.33132,1.2984,20.2266,qQ,103,103,110,207
J024244.69-010322.63,40.6862,-1.05629,1.3,21.7733,q,102,102,111,214
J024246.10-010316.90,40.6921,-1.05469,1.502,21.502,QQ,102,100,110,216
J024246.99-012555.42,40.6958,-1.43206,1.859,23.3283,Q,89,82,105,97
J024247.99-010044.84,40.6999,-1.01246,3.898,20.3759,Q,95,92,79,133
J024249.08-014501.77,40.7045,-1.75049,2.0,18.659,q,108,106,112,222
J024249.53-002304.06,40.7064,-0.38446,1.0124,20.6379,qQ,107,102,109,219
J024251.17-014541.71,40.7132,-1.76158,2.39,21.8558,Q,102,105,111,221
J024251.55-011228.71,40.7148,-1.20798,2.132,22.416,Q,94,96,109,199
J024253.07-001810.86,40.7211,-0.303018,1.054,20.0855,qQ,103,106,109,214
J024254.75-003257.45,40.7281,-0.549291,3.8,22.0124,q,94,106,104,204
J024255.02-001327.92,40.7292,-0.224421,2.2032,20.951,qQ,105,107,115,217
J024256.91-001235.41,40.7371,-0.209837,2.687,22.9493,Q,70,85,86,106
J024256.92-001558.04,40.7372,-0.266121,0.9968,20.9879,qQ,110,109,114,220
J024257.19-004549.40,40.7383,-0.763722,1.756,20.583,QQ,114,107,114,216
J024258.39-004609.51,40.7433,-0.769307,2.842,21.6332,Q,105,109,116,210
J024258.66-010254.25,40.7444,-1.0484,1.8236,22.3526,qQ,75,94,106,129
J024259.00-001038.18,40.7458,-0.177273,0.7576,20.27,qQ,86,74,87,115
J024300.10-004326.28,40.7504,-0.723968,0.652,20.9732,Q,85,84,101,213
J024300.27-000357.77,40.7511,-0.066047,2.484,20.6727,qQ,104,100,112,214
J024300.44-003030.10,40.7518,-0.508361,1.018,20.214,QQ,58,62,71,155
J024300.57-003817.99,40.7524,-0.638331,3.046,22.3779,Q,86,98,103,176
J024300.83-001055.23,40.7534,-0.182008,2.0888,20.6425,qQ,100,101,109,212
J024300.88-014452.41,40.7537,-1.74789,2.1,21.2122,q,104,100,110,216
J024302.58-012537.78,40.7608,-1.42716,1.744,22.0097,Q,97,101,101,188
J024303.28-002319.40,40.7637,-0.388723,1.246,21.606,Q,103,105,112,213
J024303.55-011748.20,40.7648,-1.29672,1.294,20.263,QQ,107,107,114,216
J024304.24-004040.65,40.7677,-0.677958,0.57,20.967,Q,103,103,116,219
J024304.29-011254.26,40.7679,-1.21507,0.921,21.9562,Q,101,103,109,213
J024305.09-014104.40,40.7712,-1.68456,2.0,20.1115,q,48,47,57,154
J024305.92-004512.49,40.7747,-0.753469,2.668,21.8068,Q,101,101,113,207
J024306.19-000922.92,40.7758,-0.156368,2.196,22.9311,Q,34,45,47,82
J024306.66-002531.30,40.7777,-0.425361,1.281,20.184,QQ,110,106,105,199
J024308.39-015748.19,40.785,-1.96338,1.9,17.9529,Q,99,96,94,200
J024309.67-004202.92,40.7903,-0.700812,2.4528,21.9646,qQ,102,103,116,197
J024311.91-015605.74,40.7996,-1.93493,-1.0,20.8002,q,101,102,110,217
J024313.98-005723.92,40.8083,-0.956645,2.295,22.474,Q,95,98,106,189
J024315.15-012807.77,40.8131,-1.46882,1.608,21.7788,Q,99,102,107,211
J024315.51-011311.11,40.8146,-1.21975,2.555,20.7905,Q,105,106,109,218
J024315.61-002032.30,40.815,-0.342306,0.809,20.173,QQ,107,104,105,179
J024315.70-005449.30,40.8154,-0.913695,1.679,22.3316,Q,89,97,105,182
J024315.94-000811.01,40.8164,-0.136392,1.9744,21.246,qQ,92,91,96,181
J024315.98-010433.71,40.8166,-1.07603,1.774,21.9755,Q,99,101,108,206
J024316.62-010142.78,40.8192,-1.02855,2.412,22.2236,Q,100,103,112,201
J024317.84-002647.09,40.8243,-0.446415,1.0,21.5873,q,109,107,110,215
J024318.05-004353.90,40.8252,-0.731639,2.055,21.266,QQ,106,103,113,216
J024318.76-000311.12,40.8282,-0.05309,1.829,22.7722,Q,75,85,108,215
J024318.91-012118.51,40.8288,-1.35514,1.3036,20.9246,qQ,102,105,110,217
J024319.64-005403.97,40.8319,-0.901104,0.352,20.6472,qQ,105,103,108,216
J024320.38-001116.31,40.8349,-0.187865,0.5,23.1305,q,63,66,77,79
J024321.81-010812.04,40.8409,-1.13668,1.628,21.4144,Q,101,104,106,220
J024323.22-001513.56,40.8467,-0.253768,0.1,22.0873,q,84,105,110,214
J024323.35-013644.74,40.8473,-1.61243,2.036,21.3399,Q,97,97,108,215
J024323.70-011601.75,40.8487,-1.26715,2.624,20.753,Q,111,105,111,219
J024323.83-003712.84,40.8493,-0.620233,1.9172,21.3125,qQ,109,107,113,217
J024325.83-010120.34,40.8576,-1.02232,1.977,22.7816,Q,96,96,104,156
J024325.96-003145.10,40.8582,-0.529194,3.427,19.307,QQ,111,108,115,222
J024326.03-003236.29,40.8585,-0.543413,1.3452,20.7375,qQ,108,105,113,217
J024326.61-002056.10,40.8609,-0.348917,1.345,20.153,QQ,107,100,110,214
J024328.22-010352.67,40.8676,-1.06463,1.9068,21.173,qQ,104,103,112,218
J024328.60-002036.91,40.8692,-0.343585,0.4,22.5636,q,79,98,100,162
J024329.02-002137.96,40.8709,-0.360544,0.431,20.3383,Q,103,103,109,216
J024329.08-014459.63,40.8712,-1.7499,0.9,21.6846,q,94,99,102,190
J024329.50-014444.35,40.8729,-1.74565,0.56,20.2786,qQ,72,79,74,131
J024329.60-013311.93,40.8733,-1.55331,1.5,22.077,q,94,102,105,209
J024330.82-000416.69,40.8784,-0.071303,1.8392,21.8973,qQ,97,101,109,213
J024330.93-000059.70,40.8789,-0.016584,1.9952,22.1702,qQ,44,64,62,96
J024331.21-010035.61,40.88,-1.00989,2.611,21.3006,Q,103,102,110,203
J024333.19-002652.67,40.8883,-0.447965,1.4856,20.7755,qQ,114,110,117,221
J024335.25-015357.89,40.8969,-1.89942,0.4352,20.2649,qQ,105,105,110,219
J024335.44-000647.78,40.8977,-0.113271,0.967,21.5319,Q,101,102,112,216
J024336.45-000658.78,40.9019,-0.116327,3.1288,21.7746,qQ,95,95,110,201
J024336.54-001615.99,40.9022,-0.271108,2.328,21.1074,qQ,107,103,109,218
J024337.15-002340.20,40.9048,-0.3945,2.347,19.377,QQ,111,103,113,217
J024337.65-001251.31,40.9069,-0.214254,0.871,21.9817,Q,88,99,109,215
J024338.95-003425.42,40.9123,-0.573729,2.353,21.8357,Q,90,102,107,210
J024339.51-002445.71,40.9146,-0.412696,0.7524,20.2194,qQ,112,101,111,219
J024339.73-013430.83,40.9155,-1.57523,0.2,21.4015,q,100,100,109,218
J024340.58-003801.30,40.9191,-0.633695,1.113,19.922,QQ,111,107,114,216
J024340.63-004046.96,40.9193,-0.67971,1.181,21.7004,Q,104,104,110,214
J024340.97-002601.20,40.9207,-0.433667,0.268,18.861,QQ,115,105,107,210
J024342.43-014201.99,40.9268,-1.70055,2.034,21.2457,Q,79,81,84,181
J024344.31-000201.10,40.9346,-0.033638,2.0992,19.5722,qQ,107,105,110,217
J024344.31-000705.47,40.9346,-0.118185,2.588,19.9673,qQ,108,105,111,209
J024344.67-001710.52,40.9361,-0.286256,0.943,21.4058,Q,98,103,108,215
J024344.73-014526.68,40.9364,-1.75741,1.002,19.9795,qQ,104,106,113,216
J024345.00-004125.18,40.9375,-0.690327,0.573,20.8317,Q,107,105,113,219
J024346.51-004716.38,40.9438,-0.787883,1.4076,21.075,qQ,104,104,115,216
J024347.37-010611.60,40.9474,-1.10322,3.904,20.337,QQ,105,108,112,214
J024350.09-002812.85,40.9587,-0.470235,1.0228,20.9184,qQ,105,107,115,213
J024351.10-010712.35,40.9629,-1.1201,1.738,22.5244,Q,94,98,105,164
J024351.33-011049.09,40.9639,-1.1803,1.3712,20.227,qQ,110,105,110,219
J024351.89-000548.62,40.9662,-0.09684,1.799,21.373,Q,104,106,114,217
J024354.09-001131.69,40.9754,-0.192135,0.4,22.0713,q,92,104,110,212
J024354.56-000303.06,40.9773,-0.050849,0.1,22.0504,q,82,100,112,216
J024355.66-005709.88,40.9819,-0.952745,1.782,20.617,qQ,107,104,110,215
J024356.81-004844.22,40.9867,-0.812282,1.86,22.834,Q,82,84,97,123
J024357.90-011330.40,40.9912,-1.22511,0.905,19.938,QQ,108,105,111,217
J024357.91-005447.80,40.9913,-0.913278,2.107,20.619,QQ,108,104,110,215
J024358.22-005135.53,40.9926,-0.859869,1.749,22.5073,Q,91,98,104,170
J024358.27-015524.18,40.9928,-1.92338,0.7,19.624,q,77,100,108,217
J024359.06-015459.10,40.9961,-1.91642,1.1892,19.6357,qQ,108,103,113,212
J024400.10-004657.60,41.0004,-0.782666,2.337,22.3525,Q,100,102,107,204
J024400.14-000843.66,41.0006,-0.14546,1.9172,21.1149,qQ,102,101,104,215
J024400.16-003442.47,41.0007,-0.578465,2.845,20.878,Q,101,105,113,217
J024400.19-003637.84,41.0008,-0.610511,1.8184,22.4132,qQ,95,105,110,186
J024400.60-003632.48,41.0025,-0.609021,0.2,21.687,q,103,106,115,218
J024400.76-001712.62,41.0032,-0.286838,0.2,22.2361,q,74,104,109,212
J024401.83-013403.70,41.0076,-1.56769,4.04,18.255,QQ,106,107,112,222
J024402.59-002508.53,41.0108,-0.419037,2.371,22.1818,Q,100,102,110,204
J024402.61-004053.01,41.0109,-0.681392,3.3576,21.2912,qQ,103,102,110,220
J024402.74-001533.28,41.0114,-0.259244,3.583,21.6539,Q,83,101,111,218
J024402.90-015552.69,41.0121,-1.9313,2.4788,22.0211,qQ,101,99,104,216
J024403.11-004559.84,41.013,-0.766622,2.401,22.0313,Q,103,102,110,214
J024403.20-004815.30,41.0133,-0.804251,0.656,21.4317,Q,98,100,111,216
J024403.49-002140.40,41.0145,-0.361223,2.83,22.5503,Q,93,106,103,160
J024404.10-000105.53,41.0171,-0.018202,3.1236,21.7701,qQ,48,61,76,137
J024404.15-011003.36,41.0173,-1.1676,2.13,21.5911,Q,107,102,109,208
J024404.46-011620.23,41.0186,-1.27229,0.9812,21.6423,qQ,94,101,112,216
J024404.79-001042.05,41.0199,-0.178348,3.128,21.3628,Q,98,99,101,182
J024404.92-003757.17,41.0205,-0.632547,1.788,21.8756,Q,101,101,108,202
J024405.75-001246.48,41.0239,-0.212911,0.9396,19.5228,qQ,103,101,110,216
J024406.29-005357.50,41.0262,-0.899305,2.6868,19.8603,qQ,96,102,100,201
J024407.44-010516.40,41.031,-1.08789,1.479,19.431,QQ,42,38,40,57
J024411.82-011217.66,41.0492,-1.20491,2.568,23.3256,Q,64,56,48,78
J024413.00-003809.90,41.0542,-0.636083,0.623,20.515,QQ,107,99,112,218
J024413.20-000252.72,41.055,-0.047979,1.47,21.628,qQ,32,37,35,59
J024413.75-000447.40,41.0573,-0.0798333,2.806,20.174,QQ,33,35,34,58
J024413.93-003516.52,41.058,-0.587923,2.3,21.4803,q,105,105,110,219
J024414.03-002346.26,41.0585,-0.396184,0.762,21.007,Q,98,92,83,180
J024414.19-011316.41,41.0591,-1.22123,4.928,23.0742,qQ,12,57,67,45
J024414.87-011005.48,41.062,-1.16819,1.76,21.1149,Q,105,103,108,215
J024415.28-003502.99,41.0636,-0.584164,1.0,20.8812,q,103,106,111,220
J024415.60-000053.00,41.065,-0.0147222,3.727,20.398,QQ,34,35,33,54
J024417.42-005407.44,41.0726,-0.902067,1.239,22.8296,Q,52,85,98,206
J024418.17-010109.64,41.0757,-1.01935,2.898,20.0309,Q,98,92,101,221
J024419.67-001038.25,41.082,-0.177291,2.0056,21.2684,qQ,92,91,93,146
J024420.23-004446.28,41.0843,-0.746189,1.0124,20.6791,qQ,109,108,114,219
J024420.98-001800.72,41.0874,-0.3002,2.372,21.5604,Q,103,99,96,205
J024422.20-011247.10,41.0925,-1.21308,1.654,19.943,QQ,106,105,110,217
J024422.71-010214.13,41.0946,-1.03726,0.5,21.2832,q,100,102,112,221
J024424.61-001219.70,41.1025,-0.205472,1.528,19.756,QQ,106,106,114,222
J024425.10-001040.51,41.1046,-0.177919,2.8012,21.1327,qQ,93,101,108,171
J024425.38-004653.00,41.1058,-0.781389,0.936,18.417,QQ,114,107,115,224
J024426.84-005440.06,41.1118,-0.911128,2.4788,20.8657,qQ,107,100,104,213
J024426.88-003028.40,41.112,-0.507889,2.086,20.006,QQ,56,74,76,141
J024429.99-005152.56,41.1249,-0.864599,2.209,22.2704,Q,102,103,110,212
J024430.39-004730.34,41.1266,-0.791761,1.705,23.0737,Q,59,66,85,81
J024430.53-010400.18,41.1272,-1.06672,1.197,20.8616,Q,101,100,110,217
J024431.01-000442.25,41.1292,-0.078404,2.104,21.5452,Q,33,36,36,58
J024431.71-002542.79,41.1321,-0.428554,2.7544,19.9738,qQ,105,108,114,222
J024432.01-002900.15,41.1334,-0.483374,2.2084,21.3765,qQ,103,102,107,210
J024433.57-005957.50,41.1399,-0.999306,0.7004,21.2941,qQ,79,84,85,114
J024433.86-001418.74,41.1411,-0.23854,1.052,20.6331,Q,105,103,114,215
J024437.94-001228.07,41.1581,-0.207797,0.2,21.7148,q,99,105,111,217
J024439.73-004257.00,41.1655,-0.715833,2.882,20.425,QQ,108,101,113,218
J024440.60-011312.35,41.1692,-1.2201,2.1876,21.219,qQ,102,101,108,217
J024440.89-003707.32,41.1704,-0.618699,2.119,20.6998,Q,108,103,112,219
J024441.20-002348.71,41.1717,-0.396863,1.5,20.1122,q,98,98,109,214
J024442.57-002320.40,41.1774,-0.389,3.022,20.093,QQ,102,99,112,216
J024442.77-004223.10,41.1782,-0.706417,0.628,19.657,QQ,107,100,111,215
