name,ra,dec,redshift,mag_r,flag,N_g,N_r,N_i,N_z
J022538.11-042810.96,36.4088,-4.46971,3.0,21.8649,q,285,277,490,1078
J022538.16-042108.90,36.409,-4.35247,0.741,21.054,QQ,292,271,492,1090
J022538.32-051240.36,36.4097,-5.21121,1.9,22.9304,q,87,210,409,635
J022538.64-064342.63,36.411,-6.72851,0.2,22.2266,q,98,110,112,212
J022538.72-051044.77,36.4113,-5.1791,0.899,21.4911,Q,287,280,496,1092
J022538.83-064552.45,36.4118,-6.76457,2.626,20.2988,Q,115,122,128,243
J022539.03-035420.30,36.4126,-3.90564,0.3312,18.9189,qQ,286,205,229,645
J022539.31-034306.02,36.4138,-3.71834,3.9,21.8512,q,74,67,126,247
J022539.72-034931.80,36.4155,-3.8255,1.473,20.412,QQ,284,171,357,797
J022539.91-043632.99,36.4163,-4.60917,1.06,23.071,Q,56,54,71,223
J022540.58-043825.10,36.4191,-4.64031,2.477,20.07,QQ,291,272,490,1118
J022541.26-045904.57,36.4219,-4.9846,1.747,21.4277,Q,274,260,481,1065
J022541.90-053532.30,36.4246,-5.59231,1.661,99.0,QQ,16,15,15,15
J022542.01-041658.93,36.425,-4.28304,3.4,21.5169,q,270,262,472,982
J022542.38-052950.60,36.4266,-5.49739,1.285,19.12,QQ,11,8,14,15
J022542.41-051452.30,36.4267,-5.24786,1.26,21.478,QQ,208,159,385,786
J022543.53-042834.50,36.4314,-4.47625,3.408,20.293,QQ,287,274,500,1108
J022545.01-043735.94,36.4375,-4.62665,3.589,22.4639,Q,175,272,482,1090
J022545.01-060457.90,36.4375,-6.08275,1.827,20.528,QQ,16,16,15,16
J022545.02-063238.02,36.4376,-6.54389,1.4,20.3035,q,95,89,88,137
J022545.07-033824.14,36.4378,-3.64004,1.5272,21.2033,qQ,70,54,122,254
J022545.54-043445.53,36.4397,-4.57931,1.4544,21.3,qQ,288,272,487,1059
J022547.04-050846.12,36.446,-5.14615,2.0,21.0633,q,287,269,491,1100
J022548.75-035953.56,36.4531,-3.99821,0.876,20.9433,Q,284,268,489,1090
J022550.67-042142.09,36.4611,-4.36169,3.867,21.7339,Q,251,268,475,829
J022550.97-040247.24,36.4624,-4.04645,1.448,21.7443,Q,278,240,482,1075
J022551.29-050105.89,36.4637,-5.0183,0.3364,21.285,qQ,283,278,485,1056
J022552.16-040516.20,36.4673,-4.08783,1.441,21.2894,Q,276,271,486,1068
J022552.18-042248.63,36.4674,-4.38018,0.664,21.6378,qQ,291,274,500,1067
J022552.67-061030.71,36.4695,-6.1752,0.5,20.3808,q,109,120,122,243
J022552.93-045012.75,36.4705,-4.83687,1.766,20.56,Q,286,269,495,1080
J022553.14-035744.03,36.4714,-3.96223,4.4,23.538,q,69,216,458,996
J022553.88-051406.30,36.4745,-5.23508,4.0,21.575,q,247,276,489,1086
J022553.88-050650.20,36.4745,-5.11395,0.8,22.2346,q,271,263,488,1082
J022554.12-055630.78,36.4755,-5.94188,2.543,21.1806,Q,117,124,129,240
J022554.66-051322.70,36.4777,-5.22297,2.549,18.778,QQ,283,272,472,1057
J022554.86-051354.40,36.4786,-5.23178,1.258,20.009,QQ,242,173,361,851
J022554.94-055549.70,36.4789,-5.93047,1.286,22.1715,Q,56,83,89,151
J022555.44-043918.19,36.481,-4.65505,1.1268,20.8024,qQ,287,278,497,1105
J022555.47-060749.87,36.4811,-6.13052,1.1944,21.7297,qQ,102,118,117,219
J022556.03-043220.70,36.4835,-4.53908,1.696,21.112,QQ,290,276,489,1098
J022556.42-053450.50,36.4851,-5.5807,2.879,99.0,QQ,16,15,17,18
J022556.43-051020.34,36.4851,-5.17232,4.0,22.2801,q,246,273,485,1077
J022556.83-045853.10,36.4868,-4.98142,1.182,20.914,QQ,284,270,483,1096
J022557.21-051903.69,36.4884,-5.31769,2.1,21.2939,q,279,271,484,1085
J022557.26-044300.20,36.4886,-4.71672,2.024,20.746,QQ,294,276,498,1109
J022557.39-041339.73,36.4891,-4.2277,0.606,20.5542,Q,294,272,488,1096
J022557.42-042842.82,36.4893,-4.47856,1.214,22.026,Q,280,260,484,1066
J022557.62-045005.30,36.4901,-4.83481,2.279,19.227,QQ,292,274,499,1114
J022557.65-042053.97,36.4902,-4.34833,2.6,22.5202,q,259,265,483,1011
J022558.05-045720.80,36.4919,-4.95578,1.059,20.374,QQ,278,104,332,1068
J022600.01-035954.40,36.5,-3.99845,1.092,19.931,QQ,2,0,3,5
J022600.01-065317.61,36.5001,-6.88822,0.5,20.9638,q,106,112,116,241
J022600.17-050036.61,36.5007,-5.01017,2.5,22.1726,q,270,270,472,1059
J022600.57-052443.52,36.5024,-5.41209,4.2,22.0053,q,124,213,406,779
J022600.99-050658.42,36.5041,-5.11623,1.6884,21.8299,qQ,276,269,486,1077
J022601.07-065333.17,36.5045,-6.89255,2.458,19.6361,qQ,110,115,119,231
J022601.37-050344.96,36.5057,-5.06249,4.0,21.6271,q,211,272,490,1095
J022601.58-045919.00,36.5066,-4.98861,1.66,21.1543,Q,273,254,466,1082
J022601.64-035303.17,36.5068,-3.88421,2.484,21.0068,qQ,293,274,500,1102
J022602.10-053054.70,36.5088,-5.51519,1.562,99.0,QQ,13,11,15,15
J022602.20-061626.10,36.5092,-6.27392,1.733,99.0,QQ,117,122,126,243
J022602.56-050136.15,36.5107,-5.02671,1.6,21.2574,q,272,275,477,1086
J022602.95-050733.28,36.5123,-5.12591,2.4,22.4041,q,248,258,476,1050
J022604.13-045020.50,36.5172,-4.83903,2.359,20.495,QQ,282,272,496,1112
J022605.26-044136.02,36.5219,-4.69334,0.961,22.8017,Q,247,254,469,1011
J022605.47-041348.41,36.5228,-4.23011,3.4,22.9311,q,221,259,482,1007
J022605.97-052241.59,36.5249,-5.37822,2.6,21.694,q,286,280,487,1089
J022606.41-045924.84,36.5267,-4.99023,3.9,22.5917,q,182,261,470,1016
J022606.48-034923.61,36.527,-3.82323,1.93,21.1705,Q,281,271,489,1095
J022606.74-045723.36,36.5281,-4.95649,0.643,20.9308,Q,278,273,492,1081
J022606.87-060244.64,36.5286,-6.04573,2.172,22.2253,qQ,96,107,121,213
J022607.48-040536.84,36.5312,-4.09357,1.938,21.1731,qQ,271,252,474,1032
J022607.49-045631.12,36.5312,-4.94198,4.0,21.3918,q,194,131,379,944
J022607.59-063643.47,36.5316,-6.61207,1.0,21.0696,q,116,126,126,241
J022607.74-041843.10,36.5322,-4.31197,0.496,19.617,QQ,292,273,489,1101
J022608.03-033754.33,36.5334,-3.63176,1.34,20.1987,Q,78,65,123,263
J022608.39-043143.19,36.535,-4.52867,2.208,22.3848,Q,239,255,468,1072
J022609.54-041545.83,36.5398,-4.26273,2.5,23.0623,q,26,32,91,153
J022609.63-042437.87,36.5401,-4.41052,2.727,20.3335,Q,291,281,497,1111
J022609.77-061716.35,36.5407,-6.28787,1.5064,21.8621,qQ,111,118,117,211
J022610.27-035816.00,36.5428,-3.97111,0.7056,21.7055,qQ,273,268,482,1066
J022610.36-063112.00,36.5432,-6.52,0.628,19.972,QQ,115,118,125,242
J022610.76-042709.96,36.5448,-4.45277,2.0,22.3449,q,255,264,479,1021
J022610.99-061259.80,36.5458,-6.21661,1.5948,20.7619,qQ,116,123,124,242
J022611.28-041538.13,36.547,-4.26059,1.0,22.3157,q,202,198,380,706
J022612.22-050945.44,36.5509,-5.16262,2.7,22.5058,q,191,265,475,1052
J022612.64-043401.30,36.5527,-4.56703,2.305,20.519,QQ,288,277,496,1110
J022613.05-040727.45,36.5544,-4.12429,1.6,20.2299,q,287,274,490,1103
J022614.23-042201.58,36.5593,-4.36711,5.0,22.7934,q,111,268,496,1108
J022615.14-040036.77,36.5631,-4.01021,3.0,20.8599,q,286,274,491,1085
J022615.91-041011.24,36.5663,-4.16979,1.2776,21.4208,qQ,281,278,500,1080
J022616.57-050843.98,36.5691,-5.14555,-1.0,22.5081,q,228,259,476,1036
J022616.92-052152.87,36.5705,-5.36469,2.4632,20.321,qQ,288,279,498,1098
J022617.42-041440.00,36.5726,-4.24444,0.7,22.9963,q,136,150,302,743
J022617.50-043029.38,36.5729,-4.50816,1.478,21.4887,Q,284,277,492,1091
J022617.80-043908.81,36.5742,-4.65245,0.874,22.0485,Q,270,265,494,1094
J022617.82-051131.35,36.5743,-5.19204,2.4,22.6405,q,256,262,451,972
J022617.85-043109.00,36.5744,-4.51917,0.707,19.266,QQ,287,273,480,1098
J022618.19-034215.69,36.5758,-3.70436,2.4164,20.5984,qQ,80,70,130,266
J022618.59-041101.10,36.5775,-4.18364,1.985,22.085,QQ,283,273,492,1081
J022620.13-034153.26,36.5839,-3.69813,0.6744,21.5851,qQ,84,69,130,259
J022620.64-045153.65,36.586,-4.8649,1.4596,21.9965,qQ,278,269,482,1047
J022620.86-045946.50,36.5869,-4.99625,2.741,21.055,QQ,286,280,491,1088
J022621.15-045249.34,36.5881,-4.88037,1.172,21.7885,Q,273,276,491,1068
J022621.23-043628.40,36.5885,-4.60789,2.746,21.925,QQ,23,25,25,42
J022622.16-042221.74,36.5923,-4.3727,2.009,19.2399,Q,288,283,496,1094
J022622.60-062319.70,36.5942,-6.3888,1.192,99.0,QQ,11,11,12,11
J022623.31-050118.52,36.5971,-5.02181,0.3,21.2314,q,277,201,250,752
J022624.65-042002.20,36.6027,-4.33394,2.242,21.32,QQ,281,277,487,1099
J022624.71-040459.10,36.603,-4.08308,2.51,99.0,QQ,18,12,22,67
J022626.64-041313.24,36.611,-4.22034,2.5,23.0481,q,148,238,450,827
J022627.40-045423.21,36.6142,-4.90645,2.1,22.6817,q,225,262,474,1018
J022627.40-045710.76,36.6142,-4.95299,1.94,21.7471,Q,280,273,482,1059
J022628.25-045035.26,36.6177,-4.84313,3.9,22.3077,q,172,270,490,1074
J022628.37-042828.54,36.6182,-4.47459,2.1,22.4184,q,255,269,476,946
J022629.26-043057.10,36.6219,-4.51586,2.04,20.071,QQ,284,267,490,1068
J022629.62-044914.45,36.6234,-4.82068,1.186,21.3554,Q,279,273,496,1091
J022630.12-045959.48,36.6255,-4.99986,3.1,21.8714,q,277,271,491,1053
J022630.78-050552.10,36.6283,-5.09781,1.657,99.0,QQ,18,20,20,22
J022630.85-041326.22,36.6285,-4.22395,3.568,23.335,Q,13,232,446,918
J022631.07-034841.60,36.6295,-3.81156,1.549,20.149,QQ,287,275,489,1102
J022631.22-042129.04,36.6301,-4.35807,1.993,23.3896,Q,238,246,463,869
J022631.54-043311.84,36.6314,-4.55329,2.7,22.4289,q,235,262,455,975
J022631.80-044046.85,36.6325,-4.67968,1.6572,21.8577,qQ,279,272,492,1091
J022631.82-045127.50,36.6326,-4.85764,2.649,20.387,QQ,288,278,495,1089
J022632.38-043808.90,36.6349,-4.63581,1.812,22.1427,Q,279,273,496,1079
J022633.15-063211.70,36.6381,-6.53658,2.45,20.215,QQ,111,115,117,199
J022633.31-042947.69,36.6388,-4.49658,2.1,22.073,Q,276,271,485,1081
J022634.07-044147.26,36.642,-4.69646,0.3,22.9596,q,203,197,388,919
J022634.11-040104.31,36.6421,-4.01786,2.025,20.5136,Q,292,279,493,1097
J022634.72-041133.98,36.6447,-4.19277,1.397,22.9868,Q,174,245,437,876
J022634.93-044514.94,36.6455,-4.75415,1.722,23.1417,Q,191,205,369,435
J022635.48-045104.70,36.6478,-4.85131,2.302,20.79,QQ,243,62,185,303
J022635.51-053347.39,36.6479,-5.56316,2.459,22.0957,Q,281,273,495,1086
J022635.93-042322.01,36.6497,-4.38945,3.283,23.2346,Q,148,226,343,173
J022636.07-043428.90,36.6503,-4.5747,2.796,19.565,QQ,292,273,491,1107
J022636.93-063344.77,36.6539,-6.56244,0.3,22.2708,q,70,106,114,198
J022637.63-041700.83,36.6568,-4.28356,1.3,21.8569,q,225,220,411,843
J022637.90-044421.87,36.6579,-4.73941,1.5584,21.3737,qQ,275,270,493,1087
J022638.55-041808.63,36.6606,-4.3024,2.7,22.8863,q,210,241,469,967
J022639.65-043045.85,36.6652,-4.51273,3.6,21.9138,q,261,269,481,1083
J022639.83-042004.30,36.666,-4.33453,1.564,21.22,QQ,283,273,493,1086
J022640.02-041809.40,36.6668,-4.30261,0.839,20.638,QQ,294,277,495,1092
J022640.50-050900.15,36.6688,-5.15004,1.9,21.7051,q,283,270,490,1069
J022640.58-043905.30,36.6691,-4.65147,1.635,22.4944,Q,257,263,475,1056
J022640.97-043004.06,36.6707,-4.50113,2.58,20.6804,Q,286,275,486,1100
J022641.46-035949.76,36.6728,-3.99715,2.015,21.568,Q,281,274,491,1075
J022642.30-052438.70,36.6763,-5.41075,0.675,20.7156,Q,264,255,457,995
J022644.23-040720.10,36.6843,-4.12225,1.48,19.554,QQ,289,270,493,1096
J022644.47-041917.30,36.6853,-4.32147,2.737,23.7149,Q,78,181,150,37
J022644.63-040808.34,36.686,-4.13565,0.709,20.635,Q,260,271,475,1089
J022645.45-040242.63,36.6894,-4.04517,0.6,20.8651,q,282,265,380,591
J022646.25-045155.42,36.6927,-4.86539,1.085,20.4574,Q,286,278,502,1106
J022646.84-041658.14,36.6952,-4.28282,2.9,21.7932,q,243,240,428,879
J022646.98-041838.10,36.6958,-4.31058,1.579,20.808,QQ,290,275,501,1102
J022647.16-052136.86,36.6965,-5.36024,0.3,21.3783,q,285,280,489,1085
J022647.53-041037.36,36.698,-4.17704,2.08,21.2014,Q,279,275,487,1089
J022647.70-041430.80,36.6987,-4.24189,2.336,20.713,QQ,238,86,111,776
J022647.82-044414.98,36.6993,-4.73749,1.8288,21.6951,qQ,248,257,484,1036
J022647.88-043135.45,36.6995,-4.52651,1.222,22.3024,Q,249,269,475,1068
J022648.36-042451.71,36.7015,-4.41436,2.8,21.2984,q,287,279,493,1085
J022648.96-044153.13,36.704,-4.69809,0.7,22.4242,q,226,253,427,976
J022648.99-042746.45,36.7041,-4.4629,0.3364,19.2151,qQ,288,228,470,1097
J022649.41-041153.76,36.7059,-4.19827,1.157,21.5535,Q,265,262,454,1039
J022651.44-044319.66,36.7143,-4.72213,2.2,22.3327,q,238,249,442,965
J022652.13-040557.00,36.7172,-4.09917,1.421,20.054,QQ,19,16,29,105
J022652.52-050620.04,36.7188,-5.10557,1.627,19.1454,Q,236,234,369,840
J022653.19-041159.76,36.7216,-4.19993,4.5,21.8159,q,278,276,486,1032
J022654.19-051925.53,36.7258,-5.32376,0.7,22.3807,q,265,265,473,1038
J022654.52-044437.84,36.7272,-4.74384,3.302,24.1606,Q,29,96,90,21
J022655.57-044217.81,36.7315,-4.70495,2.306,22.0963,Q,275,272,493,1085
J022655.59-040651.79,36.7316,-4.11439,1.99,21.7561,Q,37,30,36,102
J022657.24-035944.40,36.7385,-3.99567,2.013,19.417,QQ,281,277,494,1097
J022657.86-043028.85,36.7411,-4.50801,3.0,22.4769,q,229,225,417,932
J022658.01-051606.20,36.7417,-5.26839,0.912,21.5984,Q,161,155,236,552
J022658.73-042023.13,36.7447,-4.33976,3.5,22.3524,q,254,271,482,1060
J022658.80-041144.41,36.745,-4.19567,2.1,22.5266,q,214,256,452,842
J022658.84-042906.84,36.7452,-4.48523,2.164,22.3392,Q,162,210,371,779
J022659.25-042212.50,36.7469,-4.37014,3.9,21.6575,q,259,275,488,1043
J022659.45-040158.82,36.7477,-4.03301,0.597,20.8057,Q,281,270,488,1086
J022659.82-035014.87,36.7493,-3.83747,0.293,20.1189,Q,279,270,480,959
J022659.89-044430.50,36.7495,-4.74181,1.61,21.025,QQ,216,194,354,920
J022700.38-043250.24,36.7516,-4.54729,3.7,22.3785,q,201,262,458,916
J022700.47-052254.52,36.7519,-5.38181,0.872,21.201,Q,226,211,349,609
J022700.96-044516.97,36.754,-4.75471,1.614,23.446,Q,98,165,341,455
J022701.34-051222.18,36.7556,-5.20616,1.696,22.5325,Q,249,265,473,901
J022704.22-035255.00,36.7676,-3.88194,1.45,20.338,QQ,67,60,113,426
J022704.23-042337.80,36.7676,-4.39383,1.821,22.2867,Q,38,43,80,360
J022705.31-052026.58,36.7721,-5.34072,0.692,20.5086,Q,279,265,465,1002
J022706.43-041924.70,36.7768,-4.32353,2.9624,21.009,qQ,285,275,494,1046
J022706.97-035411.80,36.779,-3.90328,2.247,20.329,QQ,289,281,494,1074
J022707.26-040016.70,36.7803,-4.00464,2.224,21.0981,qQ,285,275,490,1084
J022707.44-040438.87,36.781,-4.07746,0.492,20.5349,Q,282,275,494,1098
J022707.53-043203.12,36.7814,-4.5342,1.5272,21.1826,qQ,284,276,484,1100
J022707.96-044123.20,36.7832,-4.68978,4.8,22.4018,q,117,269,496,1093
J022709.03-045510.10,36.7876,-4.91947,2.706,20.875,QQ,208,196,394,722
J022709.83-043902.43,36.791,-4.65067,1.932,22.6732,Q,260,262,467,1027
J022710.02-050507.90,36.7917,-5.08553,1.5,22.2529,q,43,39,99,194
J022710.66-050930.98,36.7944,-5.15861,1.2,22.0285,q,280,273,489,1065
J022711.14-053337.27,36.7964,-5.56035,2.274,21.9659,Q,291,273,494,1085
J022711.26-041409.10,36.7969,-4.23586,0.878,21.556,QQ,277,279,499,1096
J022711.81-045037.90,36.7992,-4.84386,0.961,20.627,QQ,284,273,486,1091
J022712.98-044636.30,36.8041,-4.77675,0.981,17.831,QQ,252,219,329,878
J022713.52-044834.61,36.8063,-4.80962,3.5,22.2105,q,250,267,474,1053
J022715.17-043437.58,36.8132,-4.57711,4.3,21.484,q,247,272,490,1110
J022715.67-043227.41,36.8153,-4.54095,2.4,22.7991,q,259,264,463,1009
J022716.11-044538.90,36.8171,-4.76081,0.721,99.0,QQ,11,11,12,15
J022716.52-050008.30,36.8188,-5.00231,1.642,20.073,QQ,283,273,488,1101
J022716.95-044342.29,36.8206,-4.72841,0.1,21.8868,q,272,268,488,1048
J022717.31-041502.04,36.8221,-4.25057,3.9,22.3524,q,180,268,485,1053
J022717.88-051623.82,36.8245,-5.27328,0.565,20.5588,Q,282,269,489,1077
J022718.28-052613.37,36.8262,-5.43705,2.1,22.1507,q,284,271,488,1061
J022718.54-053124.91,36.8273,-5.52359,1.16,20.4038,Q,291,274,489,1098
J022719.72-035819.93,36.8322,-3.9722,2.262,21.0618,Q,222,269,479,826
J022721.80-035533.46,36.8408,-3.92596,2.4528,21.978,qQ,275,271,478,1059
J022722.20-045221.77,36.8425,-4.87271,1.7508,21.5834,qQ,279,261,474,1068
J022722.48-043058.55,36.8437,-4.51626,2.1,23.5855,q,172,213,368,648
J022723.68-051257.04,36.8487,-5.21584,0.3,22.8044,q,128,266,477,1058
J022723.70-045218.21,36.8488,-4.87173,1.024,21.7328,Q,270,267,460,1065
J022723.71-045808.32,36.8488,-4.96898,2.6,22.2972,Q,278,272,486,1095
J022723.79-040214.80,36.8491,-4.03745,1.832,20.512,QQ,291,274,495,1091
J022724.08-043356.13,36.8503,-4.56559,2.425,24.007,Q,75,125,117,182
J022724.18-040020.20,36.8507,-4.00561,1.777,20.397,QQ,294,269,492,1092
J022724.66-051807.23,36.8527,-5.30201,1.945,22.0233,Q,281,264,480,1076
J022724.84-041130.50,36.8535,-4.19181,0.3,21.5544,q,283,277,493,1090
J022725.03-043531.71,36.8543,-4.59214,2.536,20.8176,qQ,37,35,84,192
J022725.73-041837.57,36.8572,-4.31043,0.3,22.6786,q,270,262,463,915
J022725.81-033837.70,36.8575,-3.64381,2.259,17.866,QQ,287,259,478,1095
J022726.12-052140.64,36.8588,-5.36129,0.784,20.7036,Q,287,185,412,1075
J022726.87-043448.71,36.8619,-4.5802,4.9,22.9243,q,33,252,484,1106
J022727.00-045032.37,36.8625,-4.84232,2.248,22.4279,Q,254,238,450,1027
J022727.29-050133.34,36.8637,-5.02593,0.3,21.3362,q,279,79,106,824
J022727.52-045753.77,36.8647,-4.96494,1.4336,21.7555,qQ,280,271,493,1079
J022727.57-035922.25,36.8649,-3.98951,1.2984,20.5772,qQ,286,279,492,1083
J022727.74-042657.12,36.8656,-4.4492,1.4,21.4483,q,277,117,263,1008
J022727.83-040807.24,36.8659,-4.13534,2.76,20.9293,Q,285,272,483,1090
J022728.13-034559.58,36.8672,-3.76655,2.258,22.1101,Q,128,129,261,715
J022729.22-043227.70,36.8717,-4.54103,2.286,19.694,QQ,286,270,490,1109
J022729.93-035146.25,36.8747,-3.86285,0.5,21.6212,q,279,277,495,1095
J022729.94-051403.83,36.8747,-5.2344,2.7,22.5554,q,237,275,480,1005
J022730.12-043945.91,36.8755,-4.66275,1.855,22.7196,Q,257,249,472,952
J022731.13-042822.94,36.8797,-4.47304,2.425,23.249,Q,191,224,389,720
J022731.20-045453.20,36.88,-4.91478,2.7,21.7737,q,268,264,475,1054
J022731.33-043050.54,36.8805,-4.51404,2.226,22.885,Q,236,244,457,1017
J022731.89-043800.31,36.8829,-4.63342,1.9,21.3489,q,287,276,499,1095
J022733.45-051139.64,36.8894,-5.19434,3.3,21.4998,q,263,229,442,1039
J022733.98-042523.30,36.8916,-4.42314,1.581,19.915,QQ,273,260,483,1046
J022734.21-042228.60,36.8925,-4.37461,1.14,20.756,QQ,291,277,488,1090
J022734.47-051406.59,36.8936,-5.23516,0.5548,21.9024,qQ,288,285,496,1083
J022735.21-051943.68,36.8967,-5.3288,1.934,20.6273,Q,290,270,488,1099
J022735.51-042415.78,36.898,-4.40438,3.4,22.4222,q,241,276,480,1032
J022735.73-034931.38,36.8989,-3.82538,-1.0,22.444,q,57,272,493,1084
J022735.74-041827.80,36.8989,-4.30772,2.287,19.711,QQ,291,278,497,1105
J022736.08-044442.28,36.9003,-4.74508,1.261,23.73,Q,143,232,392,469
J022737.38-051216.66,36.9058,-5.20463,1.0,21.5103,q,269,203,427,848
J022738.12-042137.45,36.9088,-4.3604,3.7,22.8711,q,38,210,400,555
J022738.94-045832.18,36.9122,-4.97561,0.505,19.7822,Q,289,267,490,1110
J022738.98-040940.70,36.9124,-4.16131,1.38,21.7773,Q,277,263,485,1062
J022739.99-042317.69,36.9166,-4.38825,1.751,22.4584,Q,264,277,490,1051
J022740.55-040251.10,36.919,-4.04753,2.603,99.0,QQ,21,14,15,98
J022740.97-035255.71,36.9207,-3.88214,1.6104,19.9152,qQ,281,273,485,1075
J022741.24-051237.70,36.9218,-5.21047,1.049,19.458,QQ,26,22,35,226
J022741.30-034825.88,36.9221,-3.80719,0.56,20.4717,Q,291,272,489,1092
J022743.43-050424.64,36.931,-5.07351,4.8,22.2969,q,83,266,484,1088
J022743.85-045649.18,36.9327,-4.94699,3.6,22.7493,q,200,259,483,960
J022743.87-050952.61,36.9328,-5.16461,0.8,21.6139,q,286,269,483,1038
J022745.75-051911.38,36.9406,-5.31983,2.812,20.6721,Q,285,270,483,1092
J022746.16-045212.60,36.9423,-4.87017,3.6,21.5322,q,269,269,480,1088
J022746.46-040100.62,36.9436,-4.01684,1.82,21.9828,Q,230,215,391,900
J022746.50-041108.50,36.9437,-4.18569,1.647,21.222,QQ,289,277,495,1087
J022747.15-044520.02,36.9465,-4.75556,1.805,21.7072,Q,126,117,254,492
J022747.33-042753.57,36.9472,-4.46488,1.12,21.5594,Q,283,271,492,1087
J022748.85-042820.90,36.9535,-4.47247,2.313,19.696,QQ,128,50,215,587
J022749.45-045925.64,36.9561,-4.99046,2.229,21.4541,Q,279,271,490,1089
J022751.23-041250.40,36.9635,-4.214,2.652,19.019,QQ,294,279,488,1096
J022751.24-050101.16,36.9635,-5.01699,2.175,21.846,Q,278,267,488,1092
J022751.50-044252.70,36.9646,-4.71464,1.8,20.146,QQ,290,241,484,1105
J022751.57-040716.59,36.9649,-4.12127,2.2,19.6952,q,271,244,465,1039
J022752.53-050128.70,36.9689,-5.02464,2.221,20.178,QQ,276,209,385,1014
J022752.97-041430.06,36.9707,-4.24168,4.8,21.7757,q,242,270,499,1096
J022753.83-041358.22,36.9743,-4.23284,0.4768,21.7848,qQ,279,277,496,1103
J022753.87-042320.28,36.9745,-4.38897,3.626,23.5768,Q,14,189,273,163
J022754.08-042417.16,36.9754,-4.40477,1.827,23.1584,Q,236,241,470,691
J022754.34-035057.95,36.9764,-3.84943,0.3936,20.8204,qQ,291,281,488,1084
J022756.12-045435.57,36.9838,-4.90988,1.8,21.067,q,287,278,481,1097
J022757.01-040130.66,36.9876,-4.02518,1.907,20.8923,Q,286,278,490,1092
J022757.47-045655.21,36.9895,-4.94867,2.2,21.9726,q,270,277,493,1089
J022758.46-040850.87,36.9936,-4.14746,1.97,21.9965,Q,274,272,487,1082
J022758.50-051930.95,36.9938,-5.32526,2.548,22.0614,Q,282,273,490,1073
J022800.30-042212.11,37.0012,-4.37003,3.4,22.2153,q,256,275,486,1055
J022801.41-051147.02,37.0059,-5.19639,3.9,22.029,q,238,276,491,1083
J022802.15-040810.36,37.009,-4.13621,0.7524,21.1065,qQ,285,266,486,1088
J022802.15-035247.51,37.009,-3.87986,0.6536,20.1721,qQ,291,272,486,1085
J022803.24-042200.36,37.0135,-4.36677,3.6,22.451,q,231,268,474,1045
J022804.16-051604.95,37.0173,-5.26804,3.1,22.8668,q,137,146,143,189
J022804.61-041559.10,37.0192,-4.26642,2.256,99.0,QQ,13,11,12,21
J022808.52-051151.63,37.0355,-5.19768,2.577,21.15,Q,287,279,486,1092
J022808.75-044208.60,37.0365,-4.70239,0.841,20.84,QQ,284,274,493,1102
J022809.08-041234.86,37.0378,-4.20968,0.7628,19.688,qQ,285,274,376,666
J022810.30-051444.26,37.0429,-5.24563,2.203,21.6508,Q,269,258,474,1026
J022811.37-042245.71,37.0474,-4.37936,2.0,19.534,q,283,276,493,1082
J022812.13-041134.81,37.0506,-4.193,0.959,21.7837,Q,282,271,490,1087
J022812.23-043227.60,37.051,-4.541,1.993,20.727,QQ,284,271,490,1107
J022812.66-045714.83,37.0528,-4.95412,1.236,21.4874,qQ,286,274,493,1087
J022813.61-042251.70,37.0567,-4.38103,2.102,19.399,QQ,289,273,503,1093
J022814.45-041330.27,37.0602,-4.22507,1.0,22.0568,q,271,274,489,982
J022815.08-041942.60,37.0628,-4.3285,1.389,19.705,QQ,256,246,432,787
J022815.53-045524.20,37.0647,-4.92339,1.064,99.0,QQ,12,15,15,15
J022816.46-045938.50,37.0686,-4.99403,0.706,99.0,QQ,12,13,27,80
J022816.72-050838.36,37.0697,-5.14399,3.1,21.6404,q,280,268,487,1079
J022816.74-043100.82,37.0698,-4.5169,3.7,21.9946,q,251,271,486,1061
J022816.77-043737.53,37.0699,-4.62709,3.6,21.5613,q,266,269,489,1067
J022820.57-043749.20,37.0857,-4.63033,2.6,20.1692,q,288,277,498,1100
J022820.86-045151.46,37.0869,-4.8643,2.8,21.4926,q,272,244,488,1036
J022820.95-044710.13,37.0873,-4.78615,3.6,22.6911,q,130,233,444,900
J022821.62-050955.76,37.0901,-5.16549,1.9016,21.2088,qQ,283,267,489,1090
J022821.84-051343.82,37.091,-5.22884,0.3,22.5238,q,249,269,474,1031
J022823.17-050811.06,37.0965,-5.13641,2.771,20.7222,Q,269,133,394,1085
J022823.19-041223.70,37.0966,-4.20658,1.18,17.293,QQ,285,272,485,1078
J022823.68-050251.07,37.0987,-5.04752,3.3,22.1877,q,232,266,488,1051
J022824.12-045308.05,37.1005,-4.88557,1.418,20.8872,qQ,290,271,495,1099
J022824.58-041810.53,37.1024,-4.30293,1.8548,21.1185,qQ,278,267,484,1088
J022824.68-041545.70,37.1028,-4.26269,2.328,19.164,QQ,47,44,124,250
J022824.69-044002.36,37.1029,-4.66732,2.7,21.346,q,281,276,489,1092
J022825.67-045507.96,37.107,-4.91888,-1.0,21.4672,q,210,210,408,787
J022827.05-043311.38,37.1127,-4.55316,3.9,21.8285,q,250,279,491,1105
J022827.56-050223.39,37.1148,-5.03983,2.1876,20.6176,qQ,292,285,498,1097
J022828.19-040044.30,37.1175,-4.01231,1.901,17.973,QQ,242,231,433,930
